SubscriptionName,ResourceGroup,Resource,Value Stream,Projects,Allocation %,latestDate,TotalBilling,Allocation
dia-analytics-nonprod,dia-analytics-nonprod-eun-rg-ddh-pii-dev,,DDH 1.0,CDE,60.0,2025-04-09,1282782.656637654,769669.5939825923
dia-analytics-nonprod,dia-analytics-nonprod-eun-rg-ddh-pii-dev,,DDH 1.0,IIQ,40.0,2025-04-09,1282782.656637654,513113.06265506154
dia-analytics-nonprod,dia-analytics-nonprod-eun-rg-ddh-pii-sit,,DDH 1.0,CDE,60.0,2025-04-02,1282782.656637654,769669.5939825923
dia-analytics-nonprod,dia-analytics-nonprod-eun-rg-ddh-pii-sit,,DDH 1.0,IIQ,20.0,2025-04-02,1282782.656637654,256556.53132753077
dia-analytics-nonprod,dia-analytics-nonprod-eun-rg-ddh-pii-sit,,DDH 1.0,Marketing Catalyst,20.0,2025-04-02,1282782.656637654,256556.53132753077
dia-analytics-nonprod,dia-analytics-nonprod-eun-rg-ddh-pii-uat,,DDH 1.0,CDE,50.0,2025-04-02,1282782.656637654,641391.328318827
dia-analytics-nonprod,dia-analytics-nonprod-eun-rg-ddh-pii-uat,,DDH 1.0,Marketing Catalyst,50.0,2025-04-02,1282782.656637654,641391.328318827
